id,name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,latitude,longitude,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
1790573,Cozy E. Harlem Brownstone PH,14337990816,unconfirmed,Diego,Manhattan,East Harlem,40.79512,-73.93182,United States,US,False,flexible,Private room,2007.0,,,2.0,129.0,04/06/2019,0.4565662145959062,2.32419091143281,2.0,211.0,No smoking No children under the age of 18 No animals No loud parties or people beyond those included in the reservation No late night check-ins,
1791125,INSANE NYC views! Live in the sky!,38109721873,verified,Dee,Manhattan,Hell's Kitchen,40.76206,-73.9998,United States,US,False,strict,Entire home/apt,2018.0,,,30.0,11.0,03/08/2013,-1.8130949970906107,0.8890773997370842,2.0,278.0,,
1791677,Up Among the Trees 2,66917697646,unconfirmed,Mateo And Anna,Brooklyn,Bedford-Stuyvesant,40.69382,-73.95002,United States,US,True,flexible,Entire home/apt,2007.0,,,20.0,32.0,4/21/2019,-0.3770140232702189,0.0,1.0,386.0,"Please respect the space, and leave the apartment the way that you found it. Please do not host any parties, and be respectful of my neighbors. No pets allowed. No smoking allowed. No additional guests.",
1792230,Central Park Luxury ( BEST DEAL ;),60934234581,unconfirmed,Evan,Manhattan,Upper West Side,40.78455,-73.97352,United States,US,False,flexible,Entire home/apt,2008.0,,,5.0,8.0,8/21/2016,-1.8757072278265867,0.0,3.0,333.0,,
1792782,Luxe Queen Size Bed*Cozy Elegance*Inwood Manhattan,86313803215,unconfirmed,Grace,Manhattan,Inwood,40.87114,-73.91791,United States,US,True,moderate,Private room,2015.0,,,2.0,261.0,07/03/2019,1.2323821874031335,2.9527983541320073,1.0,292.0,No smoking. No pets.,
1793334,Loft Room in Heart of Williamsburg,23733786041,verified,Ryan,Brooklyn,Williamsburg,40.71827,-73.96259,United States,US,False,strict,Private room,2008.0,,,2.0,3.0,9/23/2012,-2.6778781802019074,0.8890773997370842,1.0,285.0,"There are many coasters and please use them for your drinks.  There is one shelf in the kitchen cabinet that has food stuff that are personal and it will be marked as such.  Please no pets, smoking or parties.  There is a stand alone fireplace but it is decorative only. Please be respectful and keep noise to a minimum is the mornings and evenings to avoid disturbing neighbors.",
1793887,Enjoy and discover New York Citi,51377828776,verified,Vadim,Staten Island,Tompkinsville,40.63358,-74.0833,United States,US,False,strict,Private room,2015.0,,,2.0,23.0,10/07/2018,-1.0391688413331104,0.8890773997370842,2.0,345.0,treat the property and other tenants with respect,
1794439,3 Bedroom 2.5  Bath Multilevel Home,24853230225,unconfirmed,James,Manhattan,Harlem,40.82312,-73.94971,United States,US,True,strict,Entire home/apt,2021.0,,,5.0,108.0,06/03/2019,0.37260619761455255,2.9527983541320073,2.0,107.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
1794991,Luxury Doorman Building! w/Pvt Bath,92310100727,verified,Steven,Manhattan,Harlem,40.8224,-73.94358,United States,US,True,strict,Private room,2010.0,,,3.0,9.0,6/30/2019,-1.9431027278847786,0.0,1.0,134.0,"House rules: Guests agree to the following terms and conditions 1.Guest(s) agree to NO PARTIES anywhere on the property. Legal action will be taken for parties that cause damages to the unit, property, reputation, or relationship with building staff or other residents.  2.Smoking of any kind is not permitted in the unit or on the premises.  3.Guests agree to abide by maximum occupancy of unit, and observe quiet hours between 9pm and 9am 4.Guests are responsible for action of ALL GUESTS occupying their unit at all times.  5.Guests agree to return all keys, remotes, and parking passes. Replacement fees may apply for unreturned items 6.Guests understand that onsite building staff (maintenance and concierge) are not affiliated with Jordan or AIRBNB. Please contact me directly for any needed items. 7.Guests understand that no pets are to be in the unit.  8.Guests agree to pay replacement cost for any unreturned items, and $125 per hour fee for unauthorized early checkin or late checkout.  9",
1795543,"Hell's Kitchen, Midtown west!",2222026873,verified,Brian,Manhattan,Hell's Kitchen,40.76376,-73.99161,United States,US,True,strict,Private room,2012.0,,,2.0,248.0,6/24/2019,1.1692438744730849,2.32419091143281,1.0,315.0,"No smoking. No pets. No drugs. No parties. Quiet hours after 9pm.  Tenants' belongings are not covered under our insurance. We recommend that you obtain renter's insurance as we are not responsible for your belongings. We care for this apartment as if it were our own home.  This is a family neighborhood and a quiet/respectful one.  This home was built prior to 1978 and according to MA Lead Law notification, we have to inform our renters that there is a possibility of lead paint.  Kindly do not eat the walls.  Check-in Time: 3:00 PM  Checkout Time: 11:00 AM  To ensure your safe deposit returned on time, please follow your checkout duties: - Wash and put away dishes OR start the dishwasher! - Double bag the trash and we will take it out! - We will strip the sheets and wash the towels! Thank you so much!",
1796096,☆☆New Discount☆☆ Beautiful Room / Next to Subway,21940973894,verified,Daniel,Queens,Astoria,40.75703,-73.91666,United States,US,False,flexible,Private room,2019.0,,,4.0,107.0,6/22/2019,0.25850868713550484,0.0,2.0,306.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
1796648,Gorgeous Modern Manhattan Apt,1326373287,verified,Gal,Manhattan,Midtown,40.74648,-73.98459,United States,US,False,moderate,Private room,2011.0,,,3.0,41.0,9/25/2015,-0.6293203360526021,2.9527983541320073,1.0,294.0,,
1797200,Amazing NY apartment in SoHo/Nolita,33270711474,unconfirmed,Mathilde,Manhattan,Nolita,40.72294,-73.99388,United States,US,False,strict,Entire home/apt,2007.0,,,4.0,43.0,06/02/2019,-0.6293203360526021,0.8890773997370842,1.0,248.0,No Smoking,
1797753,Private rooms on a XLarge 3 br 2 baths,40279067491,unconfirmed,Andrea,Manhattan,Harlem,40.82732,-73.95112,United States,US,False,flexible,Private room,2005.0,,,3.0,39.0,12/08/2016,-0.7223486589160216,0.0,1.0,348.0,The apartment is in a brownstone shared with five other tenants.  Guests are expected to be respectful of the property and treat it like their own.  Small Pets are allowed but need to be approved.  No parties or loud late night noise. 420 Friendly.,
1798305,Lofted Bed in a Funky Family Loft!!,50691622661,unconfirmed,Mary,Brooklyn,Bedford-Stuyvesant,40.6951,-73.95605,United States,US,True,moderate,Shared room,2019.0,,,4.0,31.0,06/01/2017,-0.9381144374479568,2.9527983541320073,1.0,221.0,,
1798857,Room in Williamsburg Loft - Long Stays,79015312771,verified,Carmen,Brooklyn,Williamsburg,40.71256,-73.96626,United States,US,True,flexible,Private room,2022.0,,,6.0,6.0,5/13/2019,-2.282267020217574,0.0,2.0,7.0,- Please keep volume to a minimum past 11pm - No smoking -No parties or unexpected guests,
1799410,Charming 1 bedroom Apt in Brooklyn,64762890195,unconfirmed,Ede,Brooklyn,Prospect Heights,40.6795,-73.9685,United States,US,True,flexible,Entire home/apt,2022.0,,,3.0,18.0,04/06/2019,-1.2454130930109915,2.9527983541320073,1.0,55.0,"Please treat this apartment as you would your own home. Additionally, there are other tenants in the building, so please be respectful and keep the noise level low. While the apartment does have a fish, please no additional pets. This building is also a smoke free building",
1799962,Charming 1br in of NYC's best Neighborhood!,66899751732,verified,Jon,Manhattan,NoHo,40.7256,-73.99445,United States,US,True,strict,Entire home/apt,2021.0,,,20.0,29.0,4/30/2019,-0.9381144374479568,0.0,1.0,15.0,Quiet time after midnight. Please turn off the light/AC each time when you go out. :) No Staying overnight  in the living room/couch. Glasses/liquor in the living room cabinets are not available.  Please don't leave dirty dishes.  Please tidy the kitchen when you finished cooking and leave dishes in dry in the dishwasher. Feel free to use the dishwasher. Detergent is under the sink. Thank you!,
1800514,East Village Hideaway,53341424119,unconfirmed,Moira,Manhattan,East Village,40.73045,-73.98541,United States,US,False,flexible,Entire home/apt,2020.0,,,1.0,11.0,12/25/2013,-1.8130949970906107,0.8890773997370842,1.0,125.0,Please be respectful of the space and building! No loud noises or extra guests beyond 10pm.,
1801066,"Cute, comfortable room in Gramercy",37688476876,verified,Jernee,Manhattan,Gramercy,40.737,-73.98199,United States,US,False,flexible,Private room,2022.0,,,4.0,161.0,07/01/2019,0.6781026337635634,2.9527983541320073,1.0,45.0,,
1801619,Spacious Brooklyn Loft w/ River View,49185126940,verified,Karina,Brooklyn,Williamsburg,40.71227,-73.96776,United States,US,False,flexible,Entire home/apt,2007.0,,,1.0,39.0,4/28/2019,-0.7223486589160216,1.6444119387887624,1.0,133.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
1802723,Studio With Old-World Character,44081645626,unconfirmed,Christina,Brooklyn,Crown Heights,40.67189,-73.93499,United States,US,False,strict,Entire home/apt,2006.0,,,7.0,2.0,8/25/2015,-2.871302332565734,2.9527983541320073,1.0,287.0,No smoking. No parties. Please be considerate of your neighbors and consolidate all trash during your stay to the trash cans at the back entrance of the building. Thank you.,
1803276,"Spacious, rare, elegant, art-filled loft w sauna",57939546477,verified,Lisa,Manhattan,SoHo,40.72381,-73.99684,United States,US,False,flexible,Entire home/apt,2022.0,,,5.0,59.0,6/27/2019,-0.25737333048717626,0.0,1.0,233.0,NO Smoking.  No Pets.,
1803828,"Comfortable, clean & quiet in EV",17950404086,unconfirmed,Casper,Manhattan,Gramercy,40.73337,-73.984,United States,US,False,flexible,Private room,2009.0,,,1.0,323.0,6/20/2019,1.4734048681633187,2.32419091143281,1.0,181.0,"NO smoking, no pets, all guests must be disclosed. ",
1804380,One Bedroom Apartment in an 1879 Brownstone,83817110639,verified,Edward,Brooklyn,Clinton Hill,40.68304,-73.96348,United States,US,False,flexible,Entire home/apt,,,,3.0,56.0,5/21/2019,-0.04072377868295387,2.32419091143281,1.0,418.0,,
1804933,ELEGANT MIDTOWN EAST STUDIO E.52 ST,2357957476,unconfirmed,Mike,Manhattan,Midtown,40.75743,-73.96939,United States,US,True,moderate,Entire home/apt,,,,30.0,3.0,12/31/2016,-2.523256568813093,0.8890773997370842,52.0,-8.0,"Inn Boston Reservations requests that noise levels remain moderate to low, and that all guests take into consideration those in the surrounding suites. Depending on the scale of the broken rules, guests may be contacted to request a lower noise level or asked to leave. In the event that the guests are required to vacate the unit, no refund will be provided.",
1805485,32nd St & Lexington Ave / Doorman Beautiful Studio,52793927225,unconfirmed,Mike,Manhattan,Kips Bay,40.7419,-73.9816,United States,US,True,flexible,Entire home/apt,,,,30.0,2.0,6/30/2018,-2.6778781802019074,1.6444119387887624,52.0,143.0,"This is our home (our primary residence), we just ask that you treat it like your home and respect but enjoy our belongings. We also ask that you be respectful of our neighbors.  The apartment is well sound-proofed and quiet but please be mindful in the hallways.",
1806037,COLUMBUS CIRCLE~FULLY FURNISHED!!!,2184468990,verified,Mike,Manhattan,Hell's Kitchen,40.76758,-73.98722,United States,US,False,flexible,Entire home/apt,,,,30.0,2.0,8/15/2016,-2.6778781802019074,0.0,52.0,302.0,No Smoking.  No Pets.,
1806589,GRAMERCY PARK~FURNISHED E.20's ST P,83318082776,verified,Mike,Manhattan,Kips Bay,40.74189,-73.97833,United States,US,True,strict,Entire home/apt,,,,30.0,3.0,8/15/2018,-2.523256568813093,0.0,52.0,418.0,Please be respectful of other building residents - keeping evening noise to a minimum.,
1807142,COLUMBUS CIRCLE~100% FURNISHED W.58,9877335931,verified,Mike,Manhattan,Upper West Side,40.76934,-73.98464,United States,US,False,moderate,Entire home/apt,2011.0,,,30.0,1.0,11/01/2012,-3.5523614737610028,0.0,52.0,146.0,,
1807694,Charming 2 Bdrm UWS w/ private deck,97825567982,unconfirmed,Kate,Manhattan,Upper West Side,40.78363,-73.97797,United States,US,False,strict,Entire home/apt,2013.0,,,3.0,58.0,6/18/2019,-0.349269332590262,0.0,1.0,-9.0,"Just enjoy your stay! And while no smoking is allowed in the building, the stoop has ample seating and is recessed away enough from the street to provide space for a private burn.  Towels will be provided for showering, and all utensils in the kitchen are at your disposal.  If you have specific questions about activities close by, please send me a message and I'll try to provide as best an answer as possible.",
1808246,BIG East Village 1bd all the extras,30540309517,verified,Noel,Manhattan,East Village,40.72171,-73.98334,United States,US,True,strict,Entire home/apt,2004.0,,,3.0,10.0,10/24/2015,-1.7545952302938006,2.9527983541320073,1.0,168.0,NO Smoking,
1808799,THE HEART OF ART IN THE HEART OF NY,42308127557,verified,Kathleen,Manhattan,Hell's Kitchen,40.76803,-73.98767,United States,US,True,moderate,Entire home/apt,2016.0,,,2.0,83.0,5/23/2019,0.009956177887510667,0.8890773997370842,1.0,253.0,"No smoking Pets may be allowed (inquire for further information) This is not a rental unit, it is our home that we live in with our daughter on a full-time basis.  Please take care of it!",
1809351,Be in NYC's best: Lower East Side!,98637300403,verified,Connie,Manhattan,Chinatown,40.71695,-73.99031,United States,US,False,strict,Entire home/apt,2005.0,,,4.0,12.0,06/03/2019,-1.7545952302938006,2.32419091143281,1.0,282.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
1809903,Lovely 2-room Studio in Crown Hghts,63596560436,verified,Nick,Brooklyn,Crown Heights,40.67574,-73.95434,United States,US,True,moderate,Entire home/apt,2005.0,,,3.0,1.0,8/25/2012,-3.5523614737610028,0.8890773997370842,1.0,235.0,"We prefer to limit the apartment to 4 people. It's our home, and we take good care of it -- so we hope you will, too.  No smoking, no pets, no parties. All dinner ware/cooking supplied should be left in the dishwasher and all trash should be left in the trash can (additional bags are in the drawer above the trash if you need them).",
1810456,Chic Luxe 1BR 1.5BA 900sf -Midtown,56546042414,verified,Alana,Manhattan,Midtown,40.75663,-73.96681,United States,US,True,moderate,Entire home/apt,2011.0,,,7.0,10.0,07/06/2019,1.360051430492166,0.0,1.0,-1.0,,
1811008,"QUIET, SPACIOUS, COMFORTABLE, & GREAT LOCATION",24448520039,unconfirmed,Manon,Brooklyn,Kensington,40.64573,-73.98013,United States,US,False,flexible,Private room,2021.0,,,1.0,48.0,2/28/2019,-0.5115343473270936,2.32419091143281,1.0,104.0,"No smoking! If I smell smoke or if there is other evidence of smoking, you will forfeit your entire security deposit.   The fireplace is (URL HIDDEN) do not use it as it will cause significant damage. If you do, you will forfeit your entire security deposit. I would consider VERY well behaved pets. A pet would lead to $75 being added to the cleaning fee. You are responsible for any damage caused by your pet. If a pet stays here without pre-approval, you will forfeit your entire deposit. Check in and check out time can be flexible depending upon the dates you are looking for and whether anyone else is staying. Unless we arrange otherwise, check in and check out is at noon. The cleaning fee covers two hours. If additional cleaning is required, you will be charged $50/hour, deducted from your deposit. Out of respect for my neighbors, I must insist upon no parties being held at my place. If my neighbor complains about a party happening, or if there is a big mess left at the place, you will",
1811560,Charming West Village Pad,43932062558,verified,Horatio,Manhattan,West Village,40.74004,-74.00426,United States,US,False,moderate,Entire home/apt,2020.0,,,16.0,5.0,07/03/2019,-2.3938623743095895,0.8890773997370842,1.0,217.0,No pets. No smoking please.,
1812112,"2BR gem in Cobble Hill, Brooklyn",96020161223,unconfirmed,Charlotte,Brooklyn,Columbia St,40.68863,-74.00181,United States,US,True,strict,Entire home/apt,2011.0,,,3.0,15.0,07/09/2018,-1.5523565725337913,1.6444119387887624,1.0,224.0,This is a quiet condo association building from 10 p.m. to 6 a.m.  Please be quiet in the stairwell and remove shoes during the hours of 10 p.m. and 6 a.m.,
1812665,Prime location near Central Park !!,72421170786,verified,Olga,Manhattan,Upper East Side,40.7779,-73.95246,United States,US,False,strict,Private room,2021.0,,,1.0,347.0,07/04/2019,1.5750622561556895,1.6444119387887624,2.0,300.0,,
1813217,"Bright, Quiet 2 BR in Awesome Area!",63626401553,verified,Mariko,Manhattan,Upper West Side,40.78194,-73.98248,United States,US,True,strict,Entire home/apt,2014.0,,,1.0,108.0,07/05/2019,0.2743775736273184,0.0,2.0,330.0,,
1813769,Secret Garden,72173145761,unconfirmed,Claire,Brooklyn,Bedford-Stuyvesant,40.6883,-73.95375,United States,US,True,flexible,Entire home/apt,2020.0,,,3.0,163.0,6/19/2019,0.7003998317397887,2.32419091143281,2.0,174.0,NO Smoking.,
1814322,HEART OF NYC! Sunny furn 1 br wifi,81642477008,verified,Dawn,Manhattan,Gramercy,40.73354,-73.98593,United States,US,True,flexible,Entire home/apt,2010.0,,,3.0,182.0,6/23/2019,0.8752381901900984,0.0,1.0,364.0,"No smoking in the apartment, in the common hallway or outside the building. Respectful of our neighbors - no loud music.",
1814874,A nice quiet room in Manhattan,77324860130,unconfirmed,Jay,Manhattan,East Harlem,40.8014,-73.94361,United States,US,True,strict,Private room,2012.0,,,1.0,37.0,06/02/2019,-0.7620232550189601,2.9527983541320073,1.0,423.0,,
1815426,Cozy room on a tree lined street,40870484288,verified,Erika,Queens,Ridgewood,40.69922,-73.90027,United States,US,False,strict,Private room,2004.0,,,1.0,30.0,6/22/2019,-0.8684677444994425,0.0,1.0,142.0,No pets. No smoking. Please :),
1815979,1 bedroom in a super cute 2 bed,88752714734,verified,Ruth,Brooklyn,Williamsburg,40.70653,-73.94421,United States,US,False,strict,Private room,2003.0,,,60.0,3.0,5/15/2015,-2.6778781802019074,1.6444119387887624,1.0,273.0,,
1816531,GREAT Studio apartment in Midtown W,36945426983,verified,Ben,Manhattan,Hell's Kitchen,40.76287,-73.9957,United States,US,True,moderate,Entire home/apt,2005.0,,,3.0,46.0,01/04/2018,-0.5604176361155981,2.32419091143281,1.0,51.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
1817083,"Peaceful with Windows, Brooklyn Apt",45196634481,verified,Sean - Hygge Stay,Brooklyn,Williamsburg,40.70249,-73.9488,United States,US,False,strict,Entire home/apt,2007.0,,,2.0,211.0,07/04/2019,0.9985107682266012,1.6444119387887624,1.0,364.0,"No guests unless specified, no parties, no loud disturbances, tranquil relaxation!",
1817635,Great Apt Steps from Central Park,16025767582,verified,Lynne,Manhattan,Upper West Side,40.78754,-73.96989,United States,US,True,moderate,Private room,2016.0,,,1.0,93.0,5/21/2019,0.1140902544732219,0.0,1.0,377.0,No Pets allowed No smoking,
1818188,1 bedroom apt in heart of Chelsea,30419333134,verified,Nika,Manhattan,Chelsea,40.741,-73.99957,United States,US,False,moderate,Entire home/apt,2009.0,,,2.0,10.0,05/07/2016,-1.8130949970906107,0.0,1.0,341.0,No Smoking  No Pets,
1818740,Boho Chic Rhapsody in New York City,21062433667,verified,Clara,Manhattan,Kips Bay,40.74027,-73.98061,United States,US,False,strict,Entire home/apt,2015.0,,,4.0,72.0,6/22/2019,0.019825794556053405,2.32419091143281,1.0,138.0,,
1819292,Lux 2Bed/2.5Bath Central Park Views,20299085756,unconfirmed,Henry,Manhattan,Upper West Side,40.77516,-73.98573,United States,US,False,moderate,Entire home/apt,2018.0,,,30.0,59.0,1/28/2016,-0.3356582270607552,2.9527983541320073,11.0,87.0,"-Minimum two night stay. -Up to two guests max. -No pets please -No smoking/drugs. -No parties and be respectful of neighbors. -I'm LGBT friendly and expect that you are too. -Apartment is on the 4th floor and there unfortunately is no elevator, so those ",
1819845,Winning Location in Hells Kitchen,91368277288,unconfirmed,Carl,Manhattan,Hell's Kitchen,40.7589,-73.99015,United States,US,False,strict,Entire home/apt,2007.0,,,2.0,18.0,12/01/2018,-1.313364777882792,0.0,1.0,56.0,Treat everything as if it was yours! Enjoy yourself.,
1820397,Beautiful East Village apartment,16924360031,verified,Matteo,Manhattan,East Village,40.72771,-73.98172,United States,US,False,flexible,Private room,2004.0,,,5.0,6.0,07/11/2013,-2.282267020217574,2.9527983541320073,1.0,62.0,,
1820949,BEDFORD AVE STUDIO APT WITH GARDEN,23896700800,unconfirmed,Carlo,Brooklyn,Williamsburg,40.71157,-73.9636,United States,US,True,strict,Entire home/apt,2004.0,,,31.0,15.0,10/12/2015,-1.5523565725337913,1.6444119387887624,1.0,137.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
1821502,Amazing Williamsburg entire Loft. Floor 2B,49024233215,unconfirmed,Valentin,Brooklyn,Williamsburg,40.71112,-73.96338,United States,US,True,flexible,Entire home/apt,2009.0,,,4.0,78.0,06/07/2019,0.23429367227676876,2.9527983541320073,1.0,18.0,"This apartment is located in a beautiful brownstone in Boston's Back Bay. Quiet hours are between 10pm and 8am. Garbage is collected by the city twice a week, (details of collection days and times are provided in the unit). Maximum occupancy for this unit is 3 persons. No personal items may be left in common hallways. 100% smoke free and no pets allowed.",
1822054,Light & airy Chelsea NY 1bdrm apt,17328806401,unconfirmed,Nic,Manhattan,Chelsea,40.74272,-74.00309,United States,US,True,moderate,Entire home/apt,2022.0,,,3.0,17.0,6/24/2018,-1.425305788300444,0.8890773997370842,1.0,407.0,,
1822606,My Brooklyn Studio in Ditmas Park,78923199478,unconfirmed,Lina,Brooklyn,Flatbush,40.64895,-73.95758,United States,US,True,moderate,Entire home/apt,2011.0,,,4.0,15.0,08/03/2017,-1.5523565725337913,1.6444119387887624,1.0,119.0,"House rules: Guests agree to the following terms and conditions 1.Guest(s) agree to NO PARTIES anywhere on the property. Legal action will be taken for parties that cause damages to the unit, property, reputation, or relationship with building staff or other residents.  2.Smoking of any kind is not permitted in the unit or on the premises.  3.Guests agree to abide by maximum occupancy of unit, and observe quiet hours between 9pm and 9am 4.Guests are responsible for action of ALL GUESTS occupying their unit at all times.  5.Guests agree to return all keys, remotes, and parking passes. Replacement fees may apply for unreturned items 6.Guests understand that onsite building staff (maintenance and concierge) are not affiliated with Jordan or AIRBNB. Please contact me directly for any needed items. 7.Guests understand that no pets are to be in the unit.  8.Guests agree to pay replacement cost for any unreturned items, and $125 per hour fee for unauthorized early checkin or late checkout.  9",
1823158,1BR in nice 2BR Apt lovely Area,79432555046,verified,Martina,Manhattan,Inwood,40.86186,-73.92701,United States,US,False,moderate,Private room,2021.0,,,7.0,1.0,7/16/2015,-3.1330009674817547,2.9527983541320073,1.0,84.0,No Smoking Indoors,
1823711,Comfy room in beautiful apartment,73026107073,unconfirmed,Kate,Brooklyn,Bushwick,40.68888,-73.91911,United States,US,False,moderate,Private room,2022.0,,,5.0,69.0,5/25/2019,-0.11573581240968062,0.0,3.0,264.0,,
1824263,Popular area in BK and Close to Manhattan,51731471695,verified,Jackie'S Place,Brooklyn,Gowanus,40.67947,-73.98458,United States,US,True,flexible,Entire home/apt,2011.0,,,31.0,114.0,06/10/2019,0.3282857578604039,1.6444119387887624,2.0,131.0,"No smoking, No pets. Of course I want you to have a great time, but please no partying at the apartment. Guest must be cortious to other building tenants. The home is for you to have a comfortable place to relax, sleep, and use the amenities.",
1824815,Central Park Sunny Bedroom,35049298912,verified,Roxanne,Manhattan,East Harlem,40.79591,-73.94801,United States,US,False,flexible,Private room,2017.0,,,3.0,161.0,6/15/2019,0.7113983192869204,1.6444119387887624,2.0,-9.0,,
1825368,Bookcase Room with Hidden Door!,67981339972,verified,Kate,Brooklyn,Bushwick,40.68796,-73.91906,United States,US,False,flexible,Private room,2015.0,,,5.0,70.0,4/29/2019,-0.12687353587576647,0.8890773997370842,3.0,177.0,,
1826472,REDUCED! Private Apt~Fun NYC area!,25622943016,verified,Camille,Manhattan,Upper East Side,40.77382,-73.95088,United States,US,False,flexible,Entire home/apt,2007.0,,,2.0,46.0,6/14/2019,-0.5438718805050411,2.32419091143281,1.0,131.0,"Clean, respectful, no parties :)",
1827025,Elegant 2 BDRM Brooklyn Brownstone,53911852917,unconfirmed,Elizabeth,Brooklyn,Fort Greene,40.68418,-73.96926,United States,US,True,strict,Entire home/apt,2010.0,,,5.0,19.0,11/02/2018,-1.313364777882792,0.8890773997370842,1.0,184.0,,
1827577,Secret Garden Big and Comfortable,25296963514,verified,Claire,Brooklyn,Bedford-Stuyvesant,40.68773,-73.95631,United States,US,True,strict,Entire home/apt,2008.0,,,3.0,162.0,6/24/2019,0.7059113851541019,1.6444119387887624,2.0,208.0,,
1828129,Sunrise Room in Spacious Duplex,2087516165,verified,Natalie,Brooklyn,Canarsie,40.62764,-73.90086,United States,US,True,flexible,Private room,2006.0,,,2.0,70.0,10/10/2018,-0.16096966650365932,0.8890773997370842,3.0,179.0,"Of course I want you to have a great time, but please no partying at the apartment. Guests must be respectful of other building tenants. The home is meant for you to have a comfortable place to relax, sleep, use the amenities, and just have a great central location to come home to.",
1828681,A LITTLE PARADISE NEXT TO SUBWAY!,94643866836,verified,Francesca,Queens,Ridgewood,40.70719,-73.89632,United States,US,False,flexible,Private room,2006.0,,,14.0,11.0,8/31/2018,-1.6996712526176676,2.9527983541320073,1.0,158.0,No Pets allowed.   No smoking.,
1829234,AMAZING LOCATION YOU WILL LOVE IT,46997027263,unconfirmed,Callie,Manhattan,West Village,40.73456,-74.00347,United States,US,False,flexible,Private room,2004.0,,,2.0,2.0,07/04/2019,-2.523256568813093,0.8890773997370842,1.0,24.0,"Please keep our place as it is your own - nice and clean. Before you leave turn off lights, AC. Shut the windows.   Please do not use any oils or rich body lotions on our bedsheets. From our previous experiences If we find the stains you will be charged for the items: Full set 50$, flat sheet 15$, pillow case 10$, fitted sheet 15$, towel 10$ Please do not wipe your make up with a towel.  Please do not throw anything inside of toilet: paper towels, hair, oils, food.  Anything accept toilet paper.  Any damaged furniture or fabric should be replaced or paid with original price. Please do not wear high hills in the apartment, the floor is just re-done. Absolutely non-smoking building inside and out, common areas. 1000$ fee will be demanded if a guest smokes in the building.",
1829786,small private bedroom female only,54083168899,unconfirmed,Ouii,Manhattan,Kips Bay,40.74166,-73.97811,United States,US,False,strict,Private room,2007.0,,,5.0,39.0,1/18/2019,-0.5772260512038674,2.9527983541320073,1.0,422.0,"Fresh linens and towels are provided. No smoking. No pets. If cannot check out by 11:00 am, let us know. Please be respectful of our neighbors and keep the noise level down. Please clean and keep the place neat. We will take care of trash and linens when we return.",
1830338,(B)  BARGAIN SPACE,1597891164,unconfirmed,Jullett,Queens,Jamaica,40.67166,-73.76566,United States,US,True,flexible,Private room,2011.0,,,2.0,56.0,07/01/2019,-0.39115728569392305,2.9527983541320073,2.0,284.0,"LOOKING FOR SOMEONE CLEAN/RESPONSIBLE. NO PETS, NO SMOKERS.",
1830891,Cozy 1 bedroom apartment in NYC,20678470976,unconfirmed,Glauce,Queens,Ditmars Steinway,40.77987,-73.91565,United States,US,True,moderate,Entire home/apt,2005.0,,,3.0,1.0,9/18/2012,-3.5523614737610028,1.6444119387887624,1.0,100.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
1831443,Great Room in Astoria! Close to Everything!,66521115159,verified,James,Queens,Astoria,40.77329,-73.92832,United States,US,True,moderate,Private room,2011.0,,,2.0,35.0,6/21/2019,-0.824553944524311,0.8890773997370842,1.0,278.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",
1831995,Newly Renovated 1 BR,91272605391,verified,Stephen,Manhattan,Lower East Side,40.7195,-73.99416,United States,US,False,strict,Private room,2006.0,,,5.0,32.0,9/14/2018,-0.891155653076391,0.8890773997370842,1.0,190.0,It is a professional building we ask there be no parties or loud noise,
